y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
271.27,121.93,549,14220,0.262,40.53,549,0.0,37,1.48,True,1.0
302.94,31.17,680,14220,0.194,45.67,680,0.0,37,1.48,True,1.0
238.65,27.0,623,14220,0.239,48.53,623,0.0,37,1.48,True,1.0
340.27,37.99,282,14220,0.458,21.15,282,0.0,38,1.52,False,0.0
332.88,94.35,516,14220,0.262,36.08,516,0.0,38,1.52,True,1.0
332.75,80.84,547,14220,0.478,43.25,547,0.0,38,1.52,True,1.0
331.92,36.03,435,14220,0.418,31.92,435,0.0,38,1.52,True,1.0
300.85,31.12,679,14220,0.194,45.33,679,0.0,38,1.52,True,1.0
274.01,75.09,691,14220,0.309,45.71,691,0.0,38,1.52,True,1.0
269.34,121.74,540,14220,0.23,38.34,540,0.0,38,1.52,True,1.0
263.88,98.69,586,14220,0.267,43.44,586,0.0,38,1.52,True,1.0
237.53,27.21,608,14220,0.204,48.17,608,0.0,38,1.52,True,1.0
300.29,60.91,585,14220,0.177,45.52,585,0.0,38,1.52,True,1.0
331.1,94.63,443,14220,0.187,34.51,443,0.0,39,1.56,True,1.0
340.27,36.1,246,14220,0.471,19.56,246,0.0,39,1.56,False,0.0
